index,time,flow,concentration,segment
144,06/05/19 13:00,356.0,2.7,1
145,06/05/19 13:15,352.0,2.8,1
146,06/05/19 13:30,356.0,2.8,1
147,06/05/19 13:45,356.0,2.9,1
148,06/05/19 14:00,352.0,3.0,1
149,06/05/19 14:15,352.0,2.9,1
150,06/05/19 14:30,352.0,3.0,1
151,06/05/19 14:45,352.0,3.0,1
152,06/05/19 15:00,352.0,3.0,1
153,06/05/19 15:15,352.0,3.1,1
154,06/05/19 15:30,352.0,3.2,1
155,06/05/19 15:45,352.0,3.1,1
156,06/05/19 16:00,352.0,3.1,1
157,06/05/19 16:15,352.0,3.0,1
158,06/05/19 16:30,352.0,3.1,1
159,06/05/19 16:45,352.0,3.1,1
160,06/05/19 17:00,348.0,3.2,1
161,06/05/19 17:15,348.0,3.2,1
162,06/05/19 17:30,348.0,3.2,1
163,06/05/19 17:45,348.0,3.3,1
164,06/05/19 18:00,348.0,3.3,1
165,06/05/19 18:15,348.0,3.4,1
166,06/05/19 18:30,348.0,3.4,1
167,06/05/19 18:45,348.0,3.3,1
168,06/05/19 19:00,348.0,3.3,1
169,06/05/19 19:15,348.0,3.3,1
170,06/05/19 19:30,348.0,3.2,1
171,06/05/19 19:45,348.0,3.2,1
172,06/05/19 20:00,348.0,3.4,1
173,06/05/19 20:30,352.0,3.3,1
174,06/05/19 20:45,356.0,3.4,1
175,06/05/19 21:00,356.0,3.5,1
176,06/05/19 21:15,356.0,3.4,1
177,06/05/19 21:30,352.0,3.5,1
178,06/05/19 21:45,352.0,3.7,1
179,06/05/19 22:00,348.0,3.5,1
180,06/05/19 22:15,345.0,3.5,1
181,06/05/19 22:30,345.0,3.6,1
182,06/05/19 22:45,341.0,3.4,1
183,06/05/19 23:00,341.0,3.4,1
184,06/05/19 23:15,337.0,3.4,1
185,06/05/19 23:30,337.0,3.5,1
186,06/05/19 23:45,337.0,3.5,1
187,06/06/19 00:00,337.0,3.7,1
188,06/06/19 00:15,341.0,3.5,1
189,06/06/19 00:30,341.0,3.5,1
190,06/06/19 00:45,341.0,3.4,1
191,06/06/19 01:00,341.0,3.4,1
192,06/06/19 01:15,345.0,3.3,1
193,06/06/19 01:30,345.0,3.5,1
194,06/06/19 01:45,345.0,3.5,1
195,06/06/19 02:00,345.0,3.5,1
196,06/06/19 02:15,345.0,3.6,1
197,06/06/19 02:30,345.0,3.6,1
198,06/06/19 02:45,348.0,3.5,1
199,06/06/19 03:00,348.0,3.4,1
200,06/06/19 03:15,348.0,3.5,1
201,06/06/19 03:30,348.0,3.6,1
202,06/06/19 03:45,348.0,3.6,1
203,06/06/19 04:00,348.0,3.6,1
204,06/06/19 04:15,348.0,3.6,1
205,06/06/19 04:30,348.0,3.6,1
206,06/06/19 04:45,352.0,3.5,1
207,06/06/19 05:00,352.0,3.7,1
208,06/06/19 05:15,352.0,3.6,1
209,06/06/19 05:30,356.0,3.6,1
210,06/06/19 05:45,356.0,3.5,1
211,06/06/19 06:00,356.0,3.6,1
212,06/06/19 06:15,356.0,3.6,1
213,06/06/19 06:30,360.0,3.3,1
214,06/06/19 06:45,360.0,3.3,1
215,06/06/19 07:00,360.0,3.2,1
216,06/06/19 07:15,360.0,3.2,1
217,06/06/19 07:30,360.0,3.3,1
218,06/06/19 07:45,360.0,3.3,1
219,06/06/19 08:00,360.0,3.3,1
220,06/06/19 08:15,360.0,3.2,1
221,06/06/19 08:30,360.0,3.3,1
222,06/06/19 08:45,360.0,3.3,1
223,06/06/19 09:00,360.0,3.3,1
224,06/06/19 09:15,360.0,3.4,1
225,06/06/19 09:30,360.0,3.2,1
226,06/06/19 09:45,356.0,3.3,1
227,06/06/19 10:00,356.0,3.3,1
228,06/06/19 10:15,356.0,3.4,1
229,06/06/19 10:30,356.0,3.4,1
230,06/06/19 10:45,356.0,3.2,1
231,06/06/19 11:00,356.0,3.3,1
232,06/06/19 11:15,356.0,3.3,1
233,06/06/19 11:30,356.0,3.2,1
234,06/06/19 11:45,356.0,3.2,1
235,06/06/19 12:00,356.0,3.1,1
236,06/06/19 12:15,356.0,3.1,1
237,06/06/19 12:30,356.0,3.0,1
238,06/06/19 12:45,356.0,3.1,1
239,06/06/19 13:00,352.0,3.1,1
240,06/06/19 13:15,352.0,3.2,1
241,06/06/19 13:30,352.0,3.1,1
242,06/06/19 13:45,352.0,3.3,1
243,06/06/19 14:00,352.0,3.1,1
244,06/06/19 14:15,348.0,3.1,1
245,06/06/19 14:30,348.0,3.3,1
246,06/06/19 14:45,348.0,3.1,1
247,06/06/19 15:00,348.0,3.3,1
248,06/06/19 15:15,348.0,3.0,1
249,06/06/19 15:30,348.0,3.3,1
250,06/06/19 15:45,348.0,3.2,1
251,06/06/19 16:00,348.0,3.2,1
252,06/06/19 16:15,345.0,3.2,1
