index,time,flow,concentration,segment
0,06/04/19 00:00,364.0,3.4,0
1,06/04/19 00:15,364.0,3.4,0
2,06/04/19 00:30,364.0,4.2,0
3,06/04/19 00:45,364.0,3.5,0
4,06/04/19 01:00,364.0,3.5,0
5,06/04/19 01:15,364.0,3.4,0
6,06/04/19 01:30,364.0,3.5,0
7,06/04/19 01:45,364.0,3.6,0
8,06/04/19 02:00,364.0,3.5,0
9,06/04/19 02:15,364.0,3.5,0
10,06/04/19 02:30,364.0,3.4,0
11,06/04/19 02:45,364.0,3.5,0
12,06/04/19 03:00,364.0,3.4,0
13,06/04/19 03:15,364.0,3.5,0
14,06/04/19 03:30,364.0,3.8,0
15,06/04/19 03:45,364.0,3.5,0
16,06/04/19 04:00,364.0,3.7,0
17,06/04/19 04:15,364.0,3.5,0
18,06/04/19 04:30,364.0,3.7,0
19,06/04/19 04:45,364.0,3.6,0
20,06/04/19 05:00,364.0,3.6,0
21,06/04/19 05:15,364.0,3.7,0
22,06/04/19 05:30,364.0,3.8,0
23,06/04/19 05:45,364.0,3.6,0
24,06/04/19 06:00,364.0,3.7,0
25,06/04/19 06:15,364.0,3.7,0
26,06/04/19 06:30,364.0,3.7,0
27,06/04/19 06:45,364.0,3.8,0
28,06/04/19 07:00,364.0,3.8,0
29,06/04/19 07:15,364.0,4.0,0
30,06/04/19 07:30,364.0,3.9,0
31,06/04/19 07:45,364.0,4.0,0
32,06/04/19 08:00,364.0,3.8,0
33,06/04/19 08:15,364.0,3.9,0
34,06/04/19 08:30,364.0,4.0,0
35,06/04/19 08:45,364.0,4.1,0
36,06/04/19 09:00,364.0,4.1,0
37,06/04/19 09:15,364.0,4.2,0
38,06/04/19 09:30,364.0,4.1,0
39,06/04/19 09:45,364.0,4.1,0
40,06/04/19 10:00,364.0,4.2,0
41,06/04/19 10:15,364.0,4.0,0
42,06/04/19 10:30,364.0,3.9,0
43,06/04/19 10:45,364.0,3.7,0
44,06/04/19 11:00,364.0,3.4,0
45,06/04/19 11:15,364.0,3.3,0
46,06/04/19 11:30,364.0,3.1,0
47,06/04/19 11:45,364.0,3.1,0
48,06/04/19 12:00,364.0,3.0,0
49,06/04/19 12:15,364.0,3.0,0
50,06/04/19 12:30,364.0,3.0,0
51,06/04/19 12:45,364.0,3.0,0
52,06/04/19 13:00,360.0,2.9,0
53,06/04/19 13:15,360.0,3.2,0
54,06/04/19 13:30,360.0,3.0,0
