index,time,flow,concentration,segment
0,2019-06-05 00:00:00,356.0,3.7,0
1,2019-06-05 00:15:00,356.0,3.7,0
2,2019-06-05 00:30:00,356.0,3.6,0
3,2019-06-05 00:45:00,356.0,3.6,0
4,2019-06-05 01:00:00,356.0,3.8,0
5,2019-06-05 01:15:00,356.0,3.8,0
6,2019-06-05 01:30:00,356.0,3.8,0
7,2019-06-05 01:45:00,356.0,3.8,0
8,2019-06-05 02:00:00,356.0,3.7,0
9,2019-06-05 02:15:00,356.0,3.6,0
10,2019-06-05 02:30:00,356.0,3.8,0
11,2019-06-05 02:45:00,356.0,3.7,0
12,2019-06-05 03:00:00,356.0,3.8,0
13,2019-06-05 03:15:00,356.0,3.7,0
14,2019-06-05 03:30:00,356.0,3.7,0
15,2019-06-05 03:45:00,356.0,3.8,0
16,2019-06-05 04:00:00,356.0,3.9,0
17,2019-06-05 04:15:00,356.0,3.7,0
18,2019-06-05 04:30:00,356.0,3.7,0
19,2019-06-05 04:45:00,356.0,3.6,0
20,2019-06-05 05:00:00,356.0,3.7,0
21,2019-06-05 05:15:00,356.0,3.7,0
22,2019-06-05 05:30:00,356.0,3.7,0
23,2019-06-05 05:45:00,356.0,3.6,0
24,2019-06-05 06:00:00,356.0,3.5,0
25,2019-06-05 06:15:00,356.0,3.6,0
26,2019-06-05 06:30:00,356.0,3.3,0
27,2019-06-05 06:45:00,356.0,3.5,0
28,2019-06-05 07:00:00,356.0,3.3,0
29,2019-06-05 07:15:00,356.0,3.3,0
30,2019-06-05 07:30:00,356.0,3.3,0
31,2019-06-05 07:45:00,356.0,3.2,0
32,2019-06-05 08:00:00,356.0,3.1,0
33,2019-06-05 08:15:00,356.0,3.2,0
34,2019-06-05 08:30:00,356.0,3.2,0
35,2019-06-05 08:45:00,356.0,3.2,0
36,2019-06-05 09:00:00,356.0,3.1,0
37,2019-06-05 09:15:00,356.0,3.2,0
38,2019-06-05 09:30:00,356.0,3.2,0
39,2019-06-05 09:45:00,356.0,3.1,0
40,2019-06-05 10:00:00,356.0,3.0,0
41,2019-06-05 10:15:00,356.0,3.0,0
42,2019-06-05 10:30:00,356.0,3.0,0
43,2019-06-05 10:45:00,356.0,3.1,0
44,2019-06-05 11:00:00,356.0,3.0,0
45,2019-06-05 11:15:00,356.0,3.0,0
46,2019-06-05 11:30:00,356.0,2.9,0
47,2019-06-05 11:45:00,356.0,2.8,0
48,2019-06-05 12:00:00,356.0,2.9,0
49,2019-06-05 12:15:00,356.0,3.0,0
50,2019-06-05 12:30:00,356.0,3.0,0
51,2019-06-05 12:45:00,356.0,3.0,0
52,2019-06-05 13:00:00,356.0,2.7,0
53,2019-06-05 13:15:00,352.0,2.8,0
54,2019-06-05 13:30:00,356.0,2.8,0
55,2019-06-05 13:45:00,356.0,2.9,0
56,2019-06-05 14:00:00,352.0,3.0,0
57,2019-06-05 14:15:00,352.0,2.9,0
58,2019-06-05 14:30:00,352.0,3.0,0
59,2019-06-05 14:45:00,352.0,3.0,0
60,2019-06-05 15:00:00,352.0,3.0,0
61,2019-06-05 15:15:00,352.0,3.1,0
62,2019-06-05 15:30:00,352.0,3.2,0
63,2019-06-05 15:45:00,352.0,3.1,0
64,2019-06-05 16:00:00,352.0,3.1,0
65,2019-06-05 16:15:00,352.0,3.0,0
66,2019-06-05 16:30:00,352.0,3.1,0
67,2019-06-05 16:45:00,352.0,3.1,0
68,2019-06-05 17:00:00,348.0,3.2,0
69,2019-06-05 17:15:00,348.0,3.2,0
70,2019-06-05 17:30:00,348.0,3.2,0
71,2019-06-05 17:45:00,348.0,3.3,0
72,2019-06-05 18:00:00,348.0,3.3,0
73,2019-06-05 18:15:00,348.0,3.4,0
74,2019-06-05 18:30:00,348.0,3.4,0
75,2019-06-05 18:45:00,348.0,3.3,0
76,2019-06-05 19:00:00,348.0,3.3,0
77,2019-06-05 19:15:00,348.0,3.3,0
78,2019-06-05 19:30:00,348.0,3.2,0
79,2019-06-05 19:45:00,348.0,3.2,0
80,2019-06-05 20:00:00,348.0,3.4,0
81,2019-06-05 20:15:00,352.0,3.5,0
82,2019-06-05 20:30:00,356.0,3.3,0
83,2019-06-05 20:45:00,356.0,3.4,0
84,2019-06-05 21:00:00,356.0,3.5,0
85,2019-06-05 21:15:00,352.0,3.4,0
86,2019-06-05 21:30:00,352.0,3.5,0
