index,time,flow,concentration,segment
0,06/01/19 00:00,392.0,3.6,0
1,06/01/19 00:15,392.0,3.6,1
2,06/01/19 00:30,392.0,3.7,1
3,06/01/19 00:45,392.0,3.7,1
4,06/01/19 01:00,392.0,3.7,1
5,06/01/19 01:15,392.0,3.7,1
6,06/01/19 01:30,392.0,3.6,1
7,06/01/19 01:45,392.0,3.7,1
8,06/01/19 02:00,397.0,3.8,1
9,06/01/19 02:15,405.0,4.0,1
10,06/01/19 02:30,418.0,4.0,1
11,06/01/19 02:45,431.0,4.1,1
12,06/01/19 03:00,454.0,4.3,1
13,06/01/19 03:15,477.0,4.6,1
14,06/01/19 03:30,496.0,4.9,1
15,06/01/19 03:45,516.0,5.5,1
16,06/01/19 04:00,536.0,5.8,1
17,06/01/19 04:15,557.0,6.0,1
18,06/01/19 04:30,573.0,6.3,1
19,06/01/19 04:45,589.0,6.6,1
20,06/01/19 05:00,600.0,6.6,1
21,06/01/19 05:15,606.0,6.9,1
22,06/01/19 05:30,611.0,7.2,1
23,06/01/19 05:45,617.0,7.1,1
24,06/01/19 06:00,622.0,7.0,1
25,06/01/19 06:15,622.0,7.5,1
26,06/01/19 06:30,622.0,7.4,1
27,06/01/19 06:45,622.0,7.4,1
28,06/01/19 07:00,622.0,7.7,1
29,06/01/19 07:15,628.0,7.9,1
30,06/01/19 07:30,628.0,7.9,1
31,06/01/19 07:45,628.0,8.0,1
32,06/01/19 08:00,628.0,7.9,1
33,06/01/19 08:15,628.0,7.5,1
34,06/01/19 08:30,628.0,7.4,1
35,06/01/19 08:45,628.0,7.0,1
36,06/01/19 09:00,628.0,7.0,1
37,06/01/19 09:15,628.0,6.6,1
38,06/01/19 09:30,628.0,6.5,1
39,06/01/19 09:45,628.0,6.6,1
40,06/01/19 10:00,628.0,6.4,1
41,06/01/19 10:15,628.0,6.0,1
42,06/01/19 10:30,628.0,6.0,1
43,06/01/19 10:45,628.0,5.7,1
44,06/01/19 11:00,628.0,5.6,1
45,06/01/19 11:15,628.0,5.6,1
46,06/01/19 11:30,628.0,5.6,1
47,06/01/19 11:45,628.0,5.6,1
48,06/01/19 12:00,628.0,5.6,1
49,06/01/19 12:15,628.0,5.5,1
50,06/01/19 12:30,628.0,5.4,1
51,06/01/19 12:45,628.0,5.2,1
52,06/01/19 13:00,628.0,5.1,1
53,06/01/19 13:15,628.0,5.2,1
54,06/01/19 13:30,628.0,5.2,1
55,06/01/19 13:45,628.0,5.0,1
56,06/01/19 14:00,628.0,4.8,1
57,06/01/19 14:15,628.0,5.0,1
58,06/01/19 14:30,622.0,5.1,1
59,06/01/19 14:45,622.0,4.8,1
60,06/01/19 15:00,622.0,5.0,1
61,06/01/19 15:15,622.0,5.0,1
62,06/01/19 15:30,622.0,4.9,1
63,06/01/19 15:45,622.0,4.9,1
64,06/01/19 16:00,622.0,4.8,1
65,06/01/19 16:15,622.0,5.0,1
