index,time,flow,concentration,segment
0,2019-06-04 00:00:00,364.0,3.4,0
1,2019-06-04 00:15:00,364.0,3.4,1
2,2019-06-04 00:30:00,364.0,4.2,1
3,2019-06-04 00:45:00,364.0,3.5,1
4,2019-06-04 01:00:00,364.0,3.5,1
5,2019-06-04 01:15:00,364.0,3.4,1
6,2019-06-04 01:30:00,364.0,3.5,1
7,2019-06-04 01:45:00,364.0,3.6,1
8,2019-06-04 02:00:00,364.0,3.5,1
9,2019-06-04 02:15:00,364.0,3.5,1
10,2019-06-04 02:30:00,364.0,3.4,1
11,2019-06-04 02:45:00,364.0,3.5,1
12,2019-06-04 03:00:00,364.0,3.4,1
13,2019-06-04 03:15:00,364.0,3.5,1
14,2019-06-04 03:30:00,364.0,3.8,1
15,2019-06-04 03:45:00,364.0,3.5,1
16,2019-06-04 04:00:00,364.0,3.7,1
17,2019-06-04 04:15:00,364.0,3.5,1
18,2019-06-04 04:30:00,364.0,3.7,1
19,2019-06-04 04:45:00,364.0,3.6,1
20,2019-06-04 05:00:00,364.0,3.6,1
21,2019-06-04 05:15:00,364.0,3.7,1
22,2019-06-04 05:30:00,364.0,3.8,1
23,2019-06-04 05:45:00,364.0,3.6,1
24,2019-06-04 06:00:00,364.0,3.7,1
25,2019-06-04 06:15:00,364.0,3.7,1
26,2019-06-04 06:30:00,364.0,3.7,1
27,2019-06-04 06:45:00,364.0,3.8,1
28,2019-06-04 07:00:00,364.0,3.8,1
29,2019-06-04 07:15:00,364.0,4.0,1
30,2019-06-04 07:30:00,364.0,3.9,1
31,2019-06-04 07:45:00,364.0,4.0,1
32,2019-06-04 08:00:00,364.0,3.8,1
33,2019-06-04 08:15:00,364.0,3.9,1
34,2019-06-04 08:30:00,364.0,4.0,1
35,2019-06-04 08:45:00,364.0,4.1,1
36,2019-06-04 09:00:00,364.0,4.1,1
37,2019-06-04 09:15:00,364.0,4.2,1
38,2019-06-04 09:30:00,364.0,4.1,1
39,2019-06-04 09:45:00,364.0,4.1,1
40,2019-06-04 10:00:00,364.0,4.2,1
41,2019-06-04 10:15:00,364.0,4.0,1
42,2019-06-04 10:30:00,364.0,3.9,1
43,2019-06-04 10:45:00,364.0,3.7,1
44,2019-06-04 11:00:00,364.0,3.4,1
45,2019-06-04 11:15:00,364.0,3.3,1
46,2019-06-04 11:30:00,364.0,3.1,1
47,2019-06-04 11:45:00,364.0,3.1,1
48,2019-06-04 12:00:00,364.0,3.0,1
49,2019-06-04 12:15:00,364.0,3.0,1
50,2019-06-04 12:30:00,364.0,3.0,1
51,2019-06-04 12:45:00,364.0,3.0,1
52,2019-06-04 13:00:00,360.0,2.9,1
53,2019-06-04 13:15:00,360.0,3.2,1
54,2019-06-04 13:30:00,360.0,3.0,1
55,2019-06-04 13:45:00,360.0,3.1,1
56,2019-06-04 14:00:00,360.0,3.2,1
57,2019-06-04 14:15:00,360.0,3.1,1
58,2019-06-04 14:30:00,360.0,3.1,1
59,2019-06-04 14:45:00,360.0,3.0,1
60,2019-06-04 15:00:00,360.0,3.0,1
61,2019-06-04 15:15:00,360.0,3.2,1
62,2019-06-04 15:30:00,360.0,3.2,1
63,2019-06-04 15:45:00,360.0,3.1,1
64,2019-06-04 16:00:00,356.0,3.3,1
65,2019-06-04 16:15:00,356.0,3.3,1
66,2019-06-04 16:30:00,356.0,3.2,1
67,2019-06-04 16:45:00,356.0,3.3,1
68,2019-06-04 17:00:00,356.0,3.4,1
69,2019-06-04 17:15:00,356.0,3.5,1
70,2019-06-04 17:30:00,356.0,3.3,1
71,2019-06-04 17:45:00,356.0,3.3,1
72,2019-06-04 18:00:00,356.0,3.4,1
73,2019-06-04 18:15:00,356.0,3.3,1
74,2019-06-04 18:30:00,356.0,3.3,1
75,2019-06-04 18:45:00,356.0,3.4,1
76,2019-06-04 19:00:00,356.0,3.4,1
77,2019-06-04 19:15:00,356.0,3.2,1
78,2019-06-04 19:30:00,352.0,3.4,1
79,2019-06-04 19:45:00,352.0,3.4,1
80,2019-06-04 20:00:00,356.0,3.3,1
81,2019-06-04 20:15:00,356.0,3.5,1
82,2019-06-04 20:30:00,356.0,3.4,1
83,2019-06-04 20:45:00,356.0,3.5,1
84,2019-06-04 21:00:00,356.0,3.6,1
85,2019-06-04 21:15:00,356.0,3.8,1
86,2019-06-04 21:30:00,356.0,3.4,1
87,2019-06-04 21:45:00,356.0,3.5,1
88,2019-06-04 22:00:00,356.0,3.6,1
89,2019-06-04 22:15:00,356.0,3.5,1
90,2019-06-04 22:30:00,356.0,3.5,1
91,2019-06-04 22:45:00,356.0,3.5,1
92,2019-06-04 23:00:00,356.0,3.6,1
93,2019-06-04 23:15:00,356.0,3.7,1
94,2019-06-04 23:30:00,356.0,3.6,1
95,2019-06-04 23:45:00,356.0,3.6,1
